Review,text_clean,text_casefoldingText,text_slangwords,text_tokenizingText,text_stopword,text_akhir,text_stemming
knp ya org yg gatau uripnya mau ngapain tuh at least bnr2 jago satu hal gw??? kagak ad pepek knp gaada drama yg 0 motivation beneran depresi gt,knp ya org yg gatau uripnya mau ngapain tuh at least bnr jago satu hal gw kagak ad pepek knp gaada drama yg motivation beneran depresi gt,knp ya org yg gatau uripnya mau ngapain tuh at least bnr jago satu hal gw kagak ad pepek knp gaada drama yg motivation beneran depresi gt,kenapa ya orang yang tidak tau uripnya mau mengapai tuh at least benar jago satu hal gue kagak ada pepek kenapa tidak ada drama yang motivation benaran depresi begitu,"['kenapa', 'ya', 'orang', 'yang', 'tidak', 'tau', 'uripnya', 'mau', 'mengapai', 'tuh', 'at', 'least', 'benar', 'jago', 'satu', 'hal', 'gue', 'kagak', 'ada', 'pepek', 'kenapa', 'tidak', 'ada', 'drama', 'yang', 'motivation', 'benaran', 'depresi', 'begitu']","['orang', 'tau', 'uripnya', 'mengapai', 'tuh', 'least', 'jago', 'gue', 'kagak', 'pepek', 'drama', 'motivation', 'benaran', 'depresi']",orang tau uripnya mengapai tuh least jago gue kagak pepek drama motivation benaran depresi,orang tau urip kapai tuh least jago gue kagak pepek drama motivation benar depresi
@erseee_ Sekalian aja muak gw liat muka depresi tiap minggu,Sekalian aja muak gw liat muka depresi tiap minggu,sekalian aja muak gw liat muka depresi tiap minggu,sekalian saja muak gue lihat muka depresi tiap minggu,"['sekalian', 'saja', 'muak', 'gue', 'lihat', 'muka', 'depresi', 'tiap', 'minggu']","['muak', 'gue', 'lihat', 'muka', 'depresi', 'minggu']",muak gue lihat muka depresi minggu,muak gue lihat muka depresi minggu
@senggolbacoxxx @bangherwin Haha oke bro Pisces ganti narasi total! Bayangin lu kayak penyihir mimpi yang gagal: kreatif banget bikin fantasi indah tapi realita? Nol besar akhirnya hidup di awan jatuh kenceng! Minus: Terlalu idealis tolak kenyataan sampe depresi sendiri. Gampang bosen ganti hobi,Haha oke bro Pisces ganti narasi total Bayangin lu kayak penyihir mimpi yang gagal kreatif banget bikin fantasi indah tapi realita Nol besar akhirnya hidup di awan jatuh kenceng Minus Terlalu idealis tolak kenyataan sampe depresi sendiri Gampang bosen ganti hobi,haha oke bro pisces ganti narasi total bayangin lu kayak penyihir mimpi yang gagal kreatif banget bikin fantasi indah tapi realita nol besar akhirnya hidup di awan jatuh kenceng minus terlalu idealis tolak kenyataan sampe depresi sendiri gampang bosen ganti hobi,haha oke bro pisces ganti narasi total bayangkan kamu kayak penyihir mimpi yang gagal kreatif banget bikin fantasi indah tapi realita nol besar akhirnya hidup di awan jatuh kencang minus terlalu idealis tolak kenyataan sampai depresi sendiri gampang bosan ganti hobi,"['haha', 'oke', 'bro', 'pisces', 'ganti', 'narasi', 'total', 'bayangkan', 'kamu', 'kayak', 'penyihir', 'mimpi', 'yang', 'gagal', 'kreatif', 'banget', 'bikin', 'fantasi', 'indah', 'tapi', 'realita', 'nol', 'besar', 'akhirnya', 'hidup', 'di', 'awan', 'jatuh', 'kencang', 'minus', 'terlalu', 'idealis', 'tolak', 'kenyataan', 'sampai', 'depresi', 'sendiri', 'gampang', 'bosan', 'ganti', 'hobi']","['haha', 'oke', 'bro', 'pisces', 'ganti', 'narasi', 'total', 'bayangkan', 'kayak', 'penyihir', 'mimpi', 'gagal', 'kreatif', 'banget', 'bikin', 'fantasi', 'indah', 'realita', 'nol', 'hidup', 'awan', 'jatuh', 'kencang', 'minus', 'idealis', 'tolak', 'kenyataan', 'depresi', 'gampang', 'bosan', 'ganti', 'hobi']",haha oke bro pisces ganti narasi total bayangkan kayak penyihir mimpi gagal kreatif banget bikin fantasi indah realita nol hidup awan jatuh kencang minus idealis tolak kenyataan depresi gampang bosan ganti hobi,haha oke bro pisces ganti narasi total bayang kayak sihir mimpi gagal kreatif banget bikin fantasi indah realita nol hidup awan jatuh kencang minus idealis tolak nyata depresi gampang bosan ganti hobi
 aku merasa depresi coy,aku merasa depresi coy,aku merasa depresi coy,aku merasa depresi coy,"['aku', 'merasa', 'depresi', 'coy']","['depresi', 'coy']",depresi coy,depresi coy
tolong semangatin aku beberes kamar kaya org depresi ini kamar,tolong semangatin aku beberes kamar kaya org depresi ini kamar,tolong semangatin aku beberes kamar kaya org depresi ini kamar,tolong semangatin aku beberes kamar kayak orang depresi ini kamar,"['tolong', 'semangatin', 'aku', 'beberes', 'kamar', 'kayak', 'orang', 'depresi', 'ini', 'kamar']","['tolong', 'semangatin', 'beberes', 'kamar', 'kayak', 'orang', 'depresi', 'kamar']",tolong semangatin beberes kamar kayak orang depresi kamar,tolong semangatin beberes kamar kayak orang depresi kamar
@obat_depresi LUPA NAMANYA SIAPA,LUPA NAMANYA SIAPA,lupa namanya siapa,lupa namanya siapa,"['lupa', 'namanya', 'siapa']","['lupa', 'namanya']",lupa namanya,lupa nama
@obat_depresi dia satu circle sm anak sasing 23 yg cewe pemain golf itu,dia satu circle sm anak sasing yg cewe pemain golf itu,dia satu circle sm anak sasing yg cewe pemain golf itu,dia satu circle sama anak sasing yang cewek pemain golf itu,"['dia', 'satu', 'circle', 'sama', 'anak', 'sasing', 'yang', 'cewek', 'pemain', 'golf', 'itu']","['circle', 'anak', 'sasing', 'cewek', 'pemain', 'golf']",circle anak sasing cewek pemain golf,circle anak sasing cewek main golf
 dan akhirnya kamu depresi sampai masukin dildo ukuran xxxxxl ke anusmu yang melar itu dan bikin anusmu gak bisa ketutup tainya meluber-luber dan kamu mati karena gak kuat sama bau busuk dari badanmu sendiri https://t.co/duC7eLwI7w,dan akhirnya kamu depresi sampai masukin dildo ukuran xxxxxl ke anusmu yang melar itu dan bikin anusmu gak bisa ketutup tainya meluber luber dan kamu mati karena gak kuat sama bau busuk dari badanmu sendiri,dan akhirnya kamu depresi sampai masukin dildo ukuran xxxxxl ke anusmu yang melar itu dan bikin anusmu gak bisa ketutup tainya meluber luber dan kamu mati karena gak kuat sama bau busuk dari badanmu sendiri,dan akhirnya kamu depresi sampai memasuki dildo ukuran xxxxxl ke anusmu yang melar itu dan bikin anusmu tidak bisa ketutup tainya meluber luber dan kamu mati karena tidak kuat sama bau busuk dari badanmu sendiri,"['dan', 'akhirnya', 'kamu', 'depresi', 'sampai', 'memasuki', 'dildo', 'ukuran', 'xxxxxl', 'ke', 'anusmu', 'yang', 'melar', 'itu', 'dan', 'bikin', 'anusmu', 'tidak', 'bisa', 'ketutup', 'tainya', 'meluber', 'luber', 'dan', 'kamu', 'mati', 'karena', 'tidak', 'kuat', 'sama', 'bau', 'busuk', 'dari', 'badanmu', 'sendiri']","['depresi', 'memasuki', 'dildo', 'ukuran', 'xxxxxl', 'anusmu', 'melar', 'bikin', 'anusmu', 'ketutup', 'tainya', 'meluber', 'luber', 'mati', 'kuat', 'bau', 'busuk', 'badanmu']",depresi memasuki dildo ukuran xxxxxl anusmu melar bikin anusmu ketutup tainya meluber luber mati kuat bau busuk badanmu,depresi pasuk dildo ukur xxxxxl anus melar bikin anus tutup tainya luber luber mati kuat bau busuk badan
@saucekecape jadi ini yang bikin charles depresi,jadi ini yang bikin charles depresi,jadi ini yang bikin charles depresi,jadi ini yang bikin charles depresi,"['jadi', 'ini', 'yang', 'bikin', 'charles', 'depresi']","['bikin', 'charles', 'depresi']",bikin charles depresi,bikin charles depresi
Gosah bsk ini kita2 pd kutuk pemerentah jg masih sambil nghype fav kok biar gak depresi.,Gosah bsk ini kita pd kutuk pemerentah jg masih sambil nghype fav kok biar gak depresi,gosah bsk ini kita pd kutuk pemerentah jg masih sambil nghype fav kok biar gak depresi,gosah besok ini kita pada kutuk pemerentah juga masih sambil nghype favorit kok biar tidak depresi,"['gosah', 'besok', 'ini', 'kita', 'pada', 'kutuk', 'pemerentah', 'juga', 'masih', 'sambil', 'nghype', 'favorit', 'kok', 'biar', 'tidak', 'depresi']","['gosah', 'besok', 'kutuk', 'pemerentah', 'nghype', 'favorit', 'biar', 'depresi']",gosah besok kutuk pemerentah nghype favorit biar depresi,gosah besok kutuk entah nghype favorit biar depresi
Info buku/film/series yang Angst klo bsa karakternya ada yg mati depresi denial smart ,Info buku film series yang Angst klo bsa karakternya ada yg mati depresi denial smart,info buku film series yang angst klo bsa karakternya ada yg mati depresi denial smart,info buku film series yang angst kalau bisa karakternya ada yang mati depresi denial smart,"['info', 'buku', 'film', 'series', 'yang', 'angst', 'kalau', 'bisa', 'karakternya', 'ada', 'yang', 'mati', 'depresi', 'denial', 'smart']","['info', 'buku', 'film', 'series', 'angst', 'karakternya', 'mati', 'depresi', 'denial', 'smart']",info buku film series angst karakternya mati depresi denial smart,info buku film series angst karakter mati depresi denial smart
Rasa kesepian yg mendalam &amp; berkepanjangan dapat menyebabkan dampak serius pada kesehatan fisik &amp; mental termasuk peningkatan risiko penyakit jantung depresi gangguan tidur melemahnya sistem imun dan bahkan mempercepat kematian dini. Maka dari itu ngopi adalah solusiku.... https://t.co/Y00gwR9oSL,Rasa kesepian yg mendalam amp berkepanjangan dapat menyebabkan dampak serius pada kesehatan fisik amp mental termasuk peningkatan risiko penyakit jantung depresi gangguan tidur melemahnya sistem imun dan bahkan mempercepat kematian dini Maka dari itu ngopi adalah solusiku,rasa kesepian yg mendalam amp berkepanjangan dapat menyebabkan dampak serius pada kesehatan fisik amp mental termasuk peningkatan risiko penyakit jantung depresi gangguan tidur melemahnya sistem imun dan bahkan mempercepat kematian dini maka dari itu ngopi adalah solusiku,rasa kesepian yang mendalam amp berkepanjangan dapat menyebabkan dampak serius pada kesehatan fisik amp mental termasuk peningkatan risiko penyakit jantung depresi gangguan tidur melemahnya sistem imun dan bahkan mempercepat kematian dini maka dari itu ngopi adalah solusiku,"['rasa', 'kesepian', 'yang', 'mendalam', 'amp', 'berkepanjangan', 'dapat', 'menyebabkan', 'dampak', 'serius', 'pada', 'kesehatan', 'fisik', 'amp', 'mental', 'termasuk', 'peningkatan', 'risiko', 'penyakit', 'jantung', 'depresi', 'gangguan', 'tidur', 'melemahnya', 'sistem', 'imun', 'dan', 'bahkan', 'mempercepat', 'kematian', 'dini', 'maka', 'dari', 'itu', 'ngopi', 'adalah', 'solusiku']","['kesepian', 'mendalam', 'amp', 'berkepanjangan', 'menyebabkan', 'dampak', 'serius', 'kesehatan', 'fisik', 'amp', 'mental', 'peningkatan', 'risiko', 'penyakit', 'jantung', 'depresi', 'gangguan', 'tidur', 'melemahnya', 'sistem', 'imun', 'mempercepat', 'kematian', 'ngopi', 'solusiku']",kesepian mendalam amp berkepanjangan menyebabkan dampak serius kesehatan fisik amp mental peningkatan risiko penyakit jantung depresi gangguan tidur melemahnya sistem imun mempercepat kematian ngopi solusiku,sepi dalam amp panjang sebab dampak serius sehat fisik amp mental tingkat risiko sakit jantung depresi ganggu tidur lemah sistem imun cepat mati ngopi solusi
depresi banget jadi orang Indonesia,depresi banget jadi orang Indonesia,depresi banget jadi orang indonesia,depresi banget jadi orang indonesia,"['depresi', 'banget', 'jadi', 'orang', 'indonesia']","['depresi', 'banget', 'orang', 'indonesia']",depresi banget orang indonesia,depresi banget orang indonesia
di curhatin tmn yg dia tuh baik dan tulus bgt ke org lain sampe bikin dia depresi krn dikecewain,di curhatin tmn yg dia tuh baik dan tulus bgt ke org lain sampe bikin dia depresi krn dikecewain,di curhatin tmn yg dia tuh baik dan tulus bgt ke org lain sampe bikin dia depresi krn dikecewain,di curhatin teman yang dia tuh baik dan tulus banget ke orang lain sampai bikin dia depresi karena dikecewain,"['di', 'curhatin', 'teman', 'yang', 'dia', 'tuh', 'baik', 'dan', 'tulus', 'banget', 'ke', 'orang', 'lain', 'sampai', 'bikin', 'dia', 'depresi', 'karena', 'dikecewain']","['curhatin', 'teman', 'tuh', 'tulus', 'banget', 'orang', 'bikin', 'depresi', 'dikecewain']",curhatin teman tuh tulus banget orang bikin depresi dikecewain,curhatin teman tuh tulus banget orang bikin depresi dikecewain
@teuwlve Jangan main-main sama orang depresi.,Jangan main main sama orang depresi,jangan main main sama orang depresi,jangan main main sama orang depresi,"['jangan', 'main', 'main', 'sama', 'orang', 'depresi']","['main', 'main', 'orang', 'depresi']",main main orang depresi,main main orang depresi
depresi berat,depresi berat,depresi berat,depresi berat,"['depresi', 'berat']","['depresi', 'berat']",depresi berat,depresi berat
BUT HOW AFTER AKTING NYA YG SANGAT DEPRESI ITU BALIK SENYUM?!,BUT HOW AFTER AKTING NYA YG SANGAT DEPRESI ITU BALIK SENYUM,but how after akting nya yg sangat depresi itu balik senyum,but how after akting ya yang sangat depresi itu balik senyum,"['but', 'how', 'after', 'akting', 'ya', 'yang', 'sangat', 'depresi', 'itu', 'balik', 'senyum']","['akting', 'depresi', 'senyum']",akting depresi senyum,akting depresi senyum
@obat_depresi dia anak sman 6 trus skrg lagi hamil anak kedua,dia anak sman trus skrg lagi hamil anak kedua,dia anak sman trus skrg lagi hamil anak kedua,dia anak sman terus sekarang lagi hamil anak kedua,"['dia', 'anak', 'sman', 'terus', 'sekarang', 'lagi', 'hamil', 'anak', 'kedua']","['anak', 'sman', 'hamil', 'anak']",anak sman hamil anak,anak sman hamil anak
Sok iye banget kangen Sulli bayangin karier Sulli di usia 30an kaya gimana ya blablabla Eh dulu pas masih ada kenapa lu pada bully sampe depresi gue tanya?? Kultur warga lu aneh sampe sekarang gitu mulu herman ‍,Sok iye banget kangen Sulli bayangin karier Sulli di usia an kaya gimana ya blablabla Eh dulu pas masih ada kenapa lu pada bully sampe depresi gue tanya Kultur warga lu aneh sampe sekarang gitu mulu herman ‍,sok iye banget kangen sulli bayangin karier sulli di usia an kaya gimana ya blablabla eh dulu pas masih ada kenapa lu pada bully sampe depresi gue tanya kultur warga lu aneh sampe sekarang gitu mulu herman ‍,sok iye banget kangen sulli bayangkan karier sulli di usia an kayak bagaimana ya blablabla eh dulu pas masih ada kenapa kamu pada bully sampai depresi gue tanya kultur warga kamu aneh sampai sekarang begitu mulu herman ‍,"['sok', 'iye', 'banget', 'kangen', 'sulli', 'bayangkan', 'karier', 'sulli', 'di', 'usia', 'an', 'kayak', 'bagaimana', 'ya', 'blablabla', 'eh', 'dulu', 'pas', 'masih', 'ada', 'kenapa', 'kamu', 'pada', 'bully', 'sampai', 'depresi', 'gue', 'tanya', 'kultur', 'warga', 'kamu', 'aneh', 'sampai', 'sekarang', 'begitu', 'mulu', 'herman', '\u200d']","['sok', 'iye', 'banget', 'kangen', 'sulli', 'bayangkan', 'karier', 'sulli', 'usia', 'kayak', 'blablabla', 'eh', 'pas', 'bully', 'depresi', 'gue', 'kultur', 'warga', 'aneh', 'mulu', 'herman', '\u200d']",sok iye banget kangen sulli bayangkan karier sulli usia kayak blablabla eh pas bully depresi gue kultur warga aneh mulu herman ‍,sok iye banget kangen sulli bayang karier sulli usia kayak blablabla eh pas bully depresi gue kultur warga aneh mulu herman 
@nagotejena Terima kasih DPR telah membuat banyak orang Indonesia yang awalnya produktif jadi gk produktif sangking depresi dan hopelessnya.,Terima kasih DPR telah membuat banyak orang Indonesia yang awalnya produktif jadi gk produktif sangking depresi dan hopelessnya,terima kasih dpr telah membuat banyak orang indonesia yang awalnya produktif jadi gk produktif sangking depresi dan hopelessnya,terima kasih dpr telah membuat banyak orang indonesia yang awalnya produktif jadi tidak produktif sangking depresi dan hopelessnya,"['terima', 'kasih', 'dpr', 'telah', 'membuat', 'banyak', 'orang', 'indonesia', 'yang', 'awalnya', 'produktif', 'jadi', 'tidak', 'produktif', 'sangking', 'depresi', 'dan', 'hopelessnya']","['terima', 'kasih', 'dpr', 'orang', 'indonesia', 'produktif', 'produktif', 'sangking', 'depresi', 'hopelessnya']",terima kasih dpr orang indonesia produktif produktif sangking depresi hopelessnya,terima kasih dpr orang indonesia produktif produktif sangking depresi hopelessnya
D suruh jaga org sakit pdhl ak juga sakitak aj stress dan depresi udh d tahap suka cabut2 rambut &amp; makan rambut smpai botak parah kepala ku ada yg prnh d posisi kyk ak?cara cepat numbuhin rambut malu d liat org botak d tengah kepala,D suruh jaga org sakit pdhl ak juga sakitak aj stress dan depresi udh d tahap suka cabut rambut amp makan rambut smpai botak parah kepala ku ada yg prnh d posisi kyk ak cara cepat numbuhin rambut malu d liat org botak d tengah kepala,d suruh jaga org sakit pdhl ak juga sakitak aj stress dan depresi udh d tahap suka cabut rambut amp makan rambut smpai botak parah kepala ku ada yg prnh d posisi kyk ak cara cepat numbuhin rambut malu d liat org botak d tengah kepala,di suruh jaga orang sakit padahal aku juga sakitak saja stres dan depresi sudah di tahap suka cabut rambut amp makan rambut sampai botak parah kepala ku ada yang pernah di posisi kayak aku cara cepat numbuhin rambut malu di lihat orang botak di tengah kepala,"['di', 'suruh', 'jaga', 'orang', 'sakit', 'padahal', 'aku', 'juga', 'sakitak', 'saja', 'stres', 'dan', 'depresi', 'sudah', 'di', 'tahap', 'suka', 'cabut', 'rambut', 'amp', 'makan', 'rambut', 'sampai', 'botak', 'parah', 'kepala', 'ku', 'ada', 'yang', 'pernah', 'di', 'posisi', 'kayak', 'aku', 'cara', 'cepat', 'numbuhin', 'rambut', 'malu', 'di', 'lihat', 'orang', 'botak', 'di', 'tengah', 'kepala']","['suruh', 'jaga', 'orang', 'sakit', 'sakitak', 'stres', 'depresi', 'tahap', 'suka', 'cabut', 'rambut', 'amp', 'makan', 'rambut', 'botak', 'parah', 'kepala', 'posisi', 'kayak', 'cepat', 'numbuhin', 'rambut', 'malu', 'lihat', 'orang', 'botak', 'kepala']",suruh jaga orang sakit sakitak stres depresi tahap suka cabut rambut amp makan rambut botak parah kepala posisi kayak cepat numbuhin rambut malu lihat orang botak kepala,suruh jaga orang sakit sakitak stres depresi tahap suka cabut rambut amp makan rambut botak parah kepala posisi kayak cepat numbuhin rambut malu lihat orang botak kepala
@54R4NKT4W0N hu sarang tiap minggu stress udh aslinya depresi pula,hu sarang tiap minggu stress udh aslinya depresi pula,hu sarang tiap minggu stress udh aslinya depresi pula,hu sarang tiap minggu stres sudah aslinya depresi pula,"['hu', 'sarang', 'tiap', 'minggu', 'stres', 'sudah', 'aslinya', 'depresi', 'pula']","['hu', 'sarang', 'minggu', 'stres', 'aslinya', 'depresi']",hu sarang minggu stres aslinya depresi,hu sarang minggu stres asli depresi
@ObatPertama Kenapa orang-orang mau jadi depresi dan orgil kayak gua dah.,Kenapa orang orang mau jadi depresi dan orgil kayak gua dah,kenapa orang orang mau jadi depresi dan orgil kayak gua dah,kenapa orang orang mau jadi depresi dan orgil kayak gua sudah,"['kenapa', 'orang', 'orang', 'mau', 'jadi', 'depresi', 'dan', 'orgil', 'kayak', 'gua', 'sudah']","['orang', 'orang', 'depresi', 'orgil', 'kayak', 'gua']",orang orang depresi orgil kayak gua,orang orang depresi orgil kayak gua
akan aku lawan dunia tapi dengan anxiety depresi n panic dikit,akan aku lawan dunia tapi dengan anxiety depresi n panic dikit,akan aku lawan dunia tapi dengan anxiety depresi n panic dikit,akan aku lawan dunia tapi dengan anxiety depresi n panic dikit,"['akan', 'aku', 'lawan', 'dunia', 'tapi', 'dengan', 'anxiety', 'depresi', 'n', 'panic', 'dikit']","['lawan', 'dunia', 'anxiety', 'depresi', 'n', 'panic', 'dikit']",lawan dunia anxiety depresi n panic dikit,lawan dunia anxiety depresi n panic dikit
@cowohamil Maaf depresi.,Maaf depresi,maaf depresi,maaf depresi,"['maaf', 'depresi']","['maaf', 'depresi']",maaf depresi,maaf depresi
@hihanghoyong Tenang mreka g bisa tidur nyenyak jg ko pada depresi dan takut salah langkah lg,Tenang mreka g bisa tidur nyenyak jg ko pada depresi dan takut salah langkah lg,tenang mreka g bisa tidur nyenyak jg ko pada depresi dan takut salah langkah lg,tenang mereka tidak bisa tidur nyenyak juga kok pada depresi dan takut salah langkah lagi,"['tenang', 'mereka', 'tidak', 'bisa', 'tidur', 'nyenyak', 'juga', 'kok', 'pada', 'depresi', 'dan', 'takut', 'salah', 'langkah', 'lagi']","['tenang', 'tidur', 'nyenyak', 'depresi', 'takut', 'salah', 'langkah']",tenang tidur nyenyak depresi takut salah langkah,tenang tidur nyenyak depresi takut salah langkah
